Serial_number:
1050470
Project ID:
NSF MTM
Location:
SallyFork2
LEVEL
UNIT: m
Offset: 0.000000 m
Altitude: 0.000000 m
Density: 1.000000 kg/L
TEMPERATURE
UNIT: Deg C
CONDUCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY
2016/06/21,11:10:53,0,0.692,17.20,1686.0
2016/06/21,11:20:53,0,0.670,14.90,1622.0
2016/06/21,11:30:53,0,0.666,14.60,1610.0
2016/06/21,11:40:53,0,0.666,14.50,1608.0
2016/06/21,11:50:53,0,0.666,14.50,1609.0
2016/06/21,12:00:53,0,0.662,14.50,1613.0
2016/06/21,12:10:53,0,0.660,14.60,1617.0
2016/06/21,12:20:53,0,0.654,14.60,1622.0
2016/06/21,12:30:53,0,0.658,14.70,1624.0
2016/06/21,12:40:53,0,0.654,14.70,1624.0
2016/06/21,12:50:53,0,0.650,14.70,1623.0
2016/06/21,13:00:53,0,0.644,14.60,1620.0
2016/06/21,13:10:53,0,0.644,14.60,1619.0
2016/06/21,13:20:53,0,0.648,14.60,1618.0
2016/06/21,13:30:53,0,0.640,14.50,1618.0
2016/06/21,13:40:53,0,0.640,14.50,1618.0
2016/06/21,13:50:53,0,0.638,14.50,1617.0
2016/06/21,14:00:53,0,0.642,14.50,1616.0
2016/06/21,14:10:53,0,0.644,14.50,1615.0
2016/06/21,14:20:53,0,0.644,14.40,1614.0
2016/06/21,14:30:53,0,0.642,14.40,1613.0
2016/06/21,14:40:53,0,0.646,14.40,1613.0
2016/06/21,14:50:53,0,0.644,14.40,1612.0
2016/06/21,15:00:53,0,0.652,14.40,1612.0
2016/06/21,15:10:53,0,0.648,14.30,1609.0
2016/06/21,15:20:53,0,0.654,14.30,1609.0
2016/06/21,15:30:53,0,0.652,14.40,1612.0
2016/06/21,15:40:53,0,0.654,14.40,1612.0
2016/06/21,15:50:53,0,0.654,14.40,1612.0
2016/06/21,16:00:53,0,0.654,14.40,1612.0
2016/06/21,16:10:53,0,0.650,14.30,1610.0
2016/06/21,16:20:53,0,0.648,14.30,1609.0
2016/06/21,16:30:53,0,0.648,14.30,1609.0
2016/06/21,16:40:53,0,0.650,14.30,1610.0
2016/06/21,16:50:53,0,0.646,14.30,1612.0
2016/06/21,17:00:53,0,0.648,14.30,1612.0
2016/06/21,17:10:53,0,0.646,14.30,1612.0
2016/06/21,17:20:53,0,0.642,14.30,1610.0
2016/06/21,17:30:53,0,0.644,14.30,1610.0
2016/06/21,17:40:53,0,0.642,14.30,1610.0
2016/06/21,17:50:53,0,0.640,14.30,1609.0
2016/06/21,18:00:53,0,0.644,14.30,1609.0
2016/06/21,18:10:53,0,0.648,14.30,1608.0
2016/06/21,18:20:53,0,0.648,14.30,1608.0
2016/06/21,18:30:53,0,0.644,14.30,1605.0
2016/06/21,18:40:53,0,0.648,14.30,1607.0
2016/06/21,18:50:53,0,0.652,14.20,1605.0
2016/06/21,19:00:53,0,0.648,14.20,1605.0
2016/06/21,19:10:53,0,0.648,14.20,1605.0
2016/06/21,19:20:53,0,0.650,14.20,1605.0
2016/06/21,19:30:53,0,0.652,14.20,1605.0
2016/06/21,19:40:53,0,0.648,14.20,1604.0
2016/06/21,19:50:53,0,0.650,14.20,1605.0
2016/06/21,20:00:53,0,0.652,14.20,1605.0
2016/06/21,20:10:53,0,0.652,14.20,1605.0
2016/06/21,20:20:53,0,0.654,14.20,1604.0
2016/06/21,20:30:53,0,0.654,14.20,1604.0
2016/06/21,20:40:53,0,0.654,14.20,1603.0
2016/06/21,20:50:53,0,0.656,14.20,1604.0
2016/06/21,21:00:53,0,0.658,14.20,1603.0
2016/06/21,21:10:53,0,0.660,14.10,1603.0
2016/06/21,21:20:53,0,0.658,14.10,1603.0
2016/06/21,21:30:53,0,0.658,14.10,1603.0
2016/06/21,21:40:53,0,0.658,14.10,1602.0
2016/06/21,21:50:53,0,0.658,14.10,1602.0
2016/06/21,22:00:53,0,0.660,14.10,1602.0
2016/06/21,22:10:53,0,0.662,14.10,1602.0
2016/06/21,22:20:53,0,0.662,14.10,1602.0
2016/06/21,22:30:53,0,0.660,14.10,1600.0
2016/06/21,22:40:53,0,0.658,14.10,1600.0
2016/06/21,22:50:53,0,0.658,14.10,1599.0
2016/06/21,23:00:53,0,0.662,14.10,1599.0
2016/06/21,23:10:53,0,0.662,14.10,1599.0
2016/06/21,23:20:53,0,0.668,14.00,1599.0
2016/06/21,23:30:53,0,0.660,14.00,1599.0
2016/06/21,23:40:53,0,0.664,14.00,1599.0
2016/06/21,23:50:53,0,0.664,14.00,1598.0
2016/06/22,00:00:53,0,0.664,14.00,1599.0
2016/06/22,00:10:53,0,0.660,14.00,1598.0
2016/06/22,00:20:53,0,0.666,14.00,1598.0
2016/06/22,00:30:53,0,0.662,14.00,1598.0
2016/06/22,00:40:53,0,0.662,14.00,1598.0
2016/06/22,00:50:53,0,0.664,14.00,1597.0
2016/06/22,01:00:53,0,0.660,14.00,1597.0
2016/06/22,01:10:53,0,0.662,14.00,1596.0
2016/06/22,01:20:53,0,0.666,14.00,1597.0
2016/06/22,01:30:53,0,0.666,14.00,1597.0
2016/06/22,01:40:53,0,0.662,14.00,1596.0
2016/06/22,01:50:53,0,0.664,13.90,1596.0
2016/06/22,02:00:53,0,0.664,13.90,1595.0
2016/06/22,02:10:53,0,0.662,13.90,1595.0
2016/06/22,02:20:53,0,0.664,13.90,1595.0
2016/06/22,02:30:53,0,0.664,13.90,1595.0
2016/06/22,02:40:53,0,0.662,13.90,1595.0
2016/06/22,02:50:53,0,0.664,13.90,1595.0
2016/06/22,03:00:53,0,0.662,13.90,1594.0
2016/06/22,03:10:53,0,0.660,13.90,1594.0
2016/06/22,03:20:53,0,0.664,13.90,1594.0
2016/06/22,03:30:53,0,0.660,13.90,1593.0
2016/06/22,03:40:53,0,0.662,13.90,1593.0
2016/06/22,03:50:53,0,0.660,13.90,1593.0
2016/06/22,04:00:53,0,0.662,13.90,1593.0
2016/06/22,04:10:53,0,0.660,13.90,1593.0
2016/06/22,04:20:53,0,0.660,13.90,1593.0
2016/06/22,04:30:53,0,0.660,13.80,1593.0
2016/06/22,04:40:53,0,0.662,13.80,1593.0
2016/06/22,04:50:53,0,0.662,13.80,1592.0
2016/06/22,05:00:53,0,0.662,13.80,1592.0
2016/06/22,05:10:53,0,0.660,13.80,1592.0
2016/06/22,05:20:53,0,0.662,13.80,1592.0
2016/06/22,05:30:53,0,0.664,13.80,1592.0
2016/06/22,05:40:53,0,0.666,13.80,1592.0
2016/06/22,05:50:53,0,0.666,13.80,1592.0
2016/06/22,06:00:53,0,0.666,13.80,1592.0
2016/06/22,06:10:53,0,0.666,13.80,1592.0
2016/06/22,06:20:53,0,0.664,13.80,1592.0
2016/06/22,06:30:53,0,0.672,13.80,1592.0
2016/06/22,06:40:53,0,0.668,13.80,1593.0
2016/06/22,06:50:53,0,0.670,13.80,1592.0
2016/06/22,07:00:53,0,0.670,13.80,1593.0
2016/06/22,07:10:53,0,0.670,13.80,1592.0
2016/06/22,07:20:53,0,0.674,13.80,1594.0
2016/06/22,07:30:53,0,0.674,13.80,1594.0
2016/06/22,07:40:53,0,0.672,13.80,1594.0
2016/06/22,07:50:53,0,0.672,13.90,1595.0
2016/06/22,08:00:53,0,0.670,13.90,1595.0
2016/06/22,08:10:53,0,0.670,13.90,1596.0
2016/06/22,08:20:53,0,0.676,13.90,1597.0
2016/06/22,08:30:53,0,0.676,13.90,1598.0
2016/06/22,08:40:53,0,0.680,14.00,1600.0
2016/06/22,08:50:53,0,0.682,14.00,1600.0
2016/06/22,09:00:53,0,0.682,14.00,1600.0
2016/06/22,09:10:53,0,0.682,14.00,1603.0
2016/06/22,09:20:53,0,0.682,14.00,1603.0
2016/06/22,09:30:53,0,0.678,14.00,1603.0
2016/06/22,09:40:53,0,0.682,14.00,1604.0
2016/06/22,09:50:53,0,0.682,14.10,1604.0
2016/06/22,10:00:53,0,0.680,14.10,1604.0
2016/06/22,10:10:53,0,0.680,14.10,1605.0
2016/06/22,10:20:53,0,0.682,14.10,1606.0
2016/06/22,10:30:53,0,0.682,14.10,1607.0
2016/06/22,10:40:53,0,0.686,14.10,1607.0
2016/06/22,10:50:53,0,0.688,14.10,1607.0
2016/06/22,11:00:53,0,0.686,14.10,1607.0
2016/06/22,11:10:53,0,0.688,14.10,1607.0
2016/06/22,11:20:53,0,0.686,14.10,1607.0
2016/06/22,11:30:53,0,0.684,14.10,1607.0
2016/06/22,11:40:53,0,0.690,14.10,1607.0
2016/06/22,11:50:53,0,0.702,14.10,1606.0
2016/06/22,12:00:53,0,0.704,14.10,1608.0
2016/06/22,12:10:53,0,0.694,14.20,1613.0
2016/06/22,12:20:53,0,0.690,14.30,1615.0
2016/06/22,12:30:53,0,0.680,14.30,1615.0
2016/06/22,12:40:53,0,0.680,14.20,1613.0
2016/06/22,12:50:53,0,0.680,14.20,1612.0
2016/06/22,13:00:53,0,0.672,14.20,1612.0
2016/06/22,13:10:53,0,0.670,14.20,1612.0
2016/06/22,13:20:53,0,0.676,14.20,1610.0
2016/06/22,13:30:53,0,0.678,14.20,1610.0
2016/06/22,13:40:53,0,0.682,14.20,1610.0
2016/06/22,13:50:53,0,0.682,14.20,1610.0
2016/06/22,14:00:53,0,0.680,14.20,1609.0
2016/06/22,14:10:53,0,0.682,14.20,1609.0
2016/06/22,14:20:53,0,0.678,14.20,1608.0
2016/06/22,14:30:53,0,0.676,14.20,1609.0
2016/06/22,14:40:53,0,0.686,14.20,1609.0
2016/06/22,14:50:53,0,0.680,14.20,1608.0
2016/06/22,15:00:53,0,0.672,14.10,1608.0
2016/06/22,15:10:53,0,0.676,14.10,1608.0
2016/06/22,15:20:53,0,0.686,14.10,1608.0
2016/06/22,15:30:53,0,0.684,14.10,1608.0
2016/06/22,15:40:53,0,0.686,14.10,1608.0
2016/06/22,15:50:53,0,0.678,14.10,1608.0
2016/06/22,16:00:53,0,0.684,14.20,1609.0
2016/06/22,16:10:53,0,0.678,14.20,1610.0
2016/06/22,16:20:53,0,0.678,14.20,1610.0
2016/06/22,16:30:53,0,0.670,14.20,1610.0
2016/06/22,16:40:53,0,0.672,14.20,1610.0
2016/06/22,16:50:53,0,0.670,14.20,1610.0
2016/06/22,17:00:53,0,0.668,14.20,1610.0
2016/06/22,17:10:53,0,0.664,14.20,1612.0
2016/06/22,17:20:53,0,0.664,14.20,1610.0
2016/06/22,17:30:53,0,0.662,14.20,1610.0
2016/06/22,17:40:53,0,0.662,14.20,1609.0
2016/06/22,17:50:53,0,0.660,14.20,1609.0
2016/06/22,18:00:53,0,0.656,14.20,1608.0
2016/06/22,18:10:53,0,0.662,14.20,1609.0
2016/06/22,18:20:53,0,0.662,14.20,1609.0
2016/06/22,18:30:53,0,0.664,14.20,1610.0
2016/06/22,18:40:53,0,0.662,14.20,1609.0
2016/06/22,18:50:53,0,0.664,14.20,1609.0
2016/06/22,19:00:53,0,0.664,14.10,1608.0
2016/06/22,19:10:53,0,0.662,14.10,1608.0
2016/06/22,19:20:53,0,0.666,14.10,1608.0
2016/06/22,19:30:53,0,0.664,14.10,1608.0
2016/06/22,19:40:53,0,0.668,14.10,1607.0
2016/06/22,19:50:53,0,0.666,14.10,1607.0
2016/06/22,20:00:53,0,0.668,14.10,1607.0
2016/06/22,20:10:53,0,0.664,14.10,1607.0
2016/06/22,20:20:53,0,0.666,14.10,1607.0
2016/06/22,20:30:53,0,0.666,14.10,1606.0
2016/06/22,20:40:53,0,0.666,14.10,1606.0
2016/06/22,20:50:53,0,0.668,14.10,1605.0
2016/06/22,21:00:53,0,0.668,14.10,1605.0
2016/06/22,21:10:53,0,0.672,14.10,1606.0
2016/06/22,21:20:53,0,0.666,14.10,1605.0
2016/06/22,21:30:53,0,0.668,14.00,1605.0
2016/06/22,21:40:53,0,0.666,14.00,1605.0
2016/06/22,21:50:53,0,0.664,14.00,1605.0
2016/06/22,22:00:53,0,0.664,14.00,1604.0
2016/06/22,22:10:53,0,0.660,14.00,1604.0
2016/06/22,22:20:53,0,0.662,14.00,1604.0
2016/06/22,22:30:53,0,0.658,14.00,1605.0
2016/06/22,22:40:53,0,0.662,14.00,1604.0
2016/06/22,22:50:53,0,0.658,14.00,1604.0
2016/06/22,23:00:53,0,0.658,14.00,1604.0
2016/06/22,23:10:53,0,0.660,14.00,1603.0
2016/06/22,23:20:53,0,0.658,14.00,1604.0
2016/06/22,23:30:53,0,0.656,14.00,1603.0
2016/06/22,23:40:53,0,0.654,14.00,1603.0
2016/06/22,23:50:53,0,0.654,14.00,1603.0
2016/06/23,00:00:53,0,0.648,14.00,1603.0
2016/06/23,00:10:53,0,0.648,14.00,1603.0
2016/06/23,00:20:53,0,0.644,14.00,1603.0
2016/06/23,00:30:53,0,0.642,14.00,1604.0
2016/06/23,00:40:53,0,0.644,14.00,1603.0
2016/06/23,00:50:53,0,0.644,14.00,1603.0
2016/06/23,01:00:53,0,0.644,14.00,1603.0
2016/06/23,01:10:53,0,0.644,14.00,1603.0
2016/06/23,01:20:53,0,0.646,14.00,1604.0
2016/06/23,01:30:53,0,0.642,14.00,1603.0
2016/06/23,01:40:53,0,0.638,14.00,1603.0
2016/06/23,01:50:53,0,0.642,14.00,1603.0
2016/06/23,02:00:53,0,0.642,14.00,1604.0
2016/06/23,02:10:53,0,0.638,14.00,1604.0
2016/06/23,02:20:53,0,0.636,14.00,1604.0
2016/06/23,02:30:53,0,0.638,14.00,1605.0
2016/06/23,02:40:53,0,0.642,14.00,1604.0
2016/06/23,02:50:53,0,0.642,14.00,1603.0
2016/06/23,03:00:53,0,0.638,14.00,1605.0
2016/06/23,03:10:53,0,0.640,14.00,1606.0
2016/06/23,03:20:53,0,0.642,14.00,1606.0
2016/06/23,03:30:53,0,0.644,14.10,1606.0
2016/06/23,03:40:53,0,0.640,14.10,1607.0
2016/06/23,03:50:53,0,0.644,14.10,1608.0
2016/06/23,04:00:53,0,0.646,14.10,1608.0
2016/06/23,04:10:53,0,0.648,14.10,1608.0
2016/06/23,04:20:53,0,0.644,14.10,1609.0
2016/06/23,04:30:53,0,0.644,14.10,1609.0
2016/06/23,04:40:53,0,0.646,14.10,1609.0
2016/06/23,04:50:53,0,0.642,14.10,1609.0
2016/06/23,05:00:53,0,0.646,14.10,1609.0
2016/06/23,05:10:53,0,0.642,14.10,1609.0
2016/06/23,05:20:53,0,0.648,14.10,1609.0
2016/06/23,05:30:53,0,0.658,14.10,1609.0
2016/06/23,05:40:53,0,0.656,14.10,1609.0
2016/06/23,05:50:53,0,0.654,14.10,1609.0
2016/06/23,06:00:53,0,0.654,14.10,1609.0
2016/06/23,06:10:53,0,0.656,14.10,1609.0
2016/06/23,06:20:53,0,0.664,14.10,1609.0
2016/06/23,06:30:53,0,0.672,14.10,1609.0
2016/06/23,06:40:53,0,0.690,14.10,1608.0
2016/06/23,06:50:53,0,0.684,14.10,1608.0
2016/06/23,07:00:53,0,0.692,14.20,1615.0
2016/06/23,07:10:53,0,0.680,14.50,1632.0
2016/06/23,07:20:53,0,0.668,14.70,1639.0
2016/06/23,07:30:53,0,0.664,14.80,1639.0
2016/06/23,07:40:53,0,0.656,14.70,1636.0
2016/06/23,07:50:53,0,0.658,14.70,1634.0
2016/06/23,08:00:53,0,0.656,14.70,1629.0
2016/06/23,08:10:53,0,0.654,14.60,1627.0
2016/06/23,08:20:53,0,0.660,14.60,1624.0
2016/06/23,08:30:53,0,0.656,14.50,1622.0
2016/06/23,08:40:53,0,0.652,14.50,1618.0
2016/06/23,08:50:53,0,0.654,14.50,1615.0
2016/06/23,09:00:53,0,0.648,14.40,1613.0
2016/06/23,09:10:53,0,0.644,14.40,1610.0
2016/06/23,09:20:53,0,0.640,14.40,1608.0
2016/06/23,09:30:53,0,0.646,14.40,1606.0
2016/06/23,09:40:53,0,0.652,14.40,1604.0
2016/06/23,09:50:53,0,0.648,14.30,1602.0
2016/06/23,10:00:53,0,0.644,14.30,1599.0
2016/06/23,10:10:53,0,0.642,14.30,1597.0
2016/06/23,10:20:53,0,0.642,14.30,1596.0
2016/06/23,10:30:53,0,0.638,14.30,1595.0
2016/06/23,10:40:53,0,0.636,14.40,1595.0
2016/06/23,10:50:53,0,0.636,14.40,1594.0
2016/06/23,11:00:53,0,0.636,14.40,1594.0
2016/06/23,11:10:53,0,0.634,14.50,1594.0
2016/06/23,11:20:53,0,0.640,14.50,1594.0
2016/06/23,11:30:53,0,0.640,14.50,1594.0
2016/06/23,11:40:53,0,0.638,14.60,1594.0
2016/06/23,11:50:53,0,0.636,14.60,1596.0
2016/06/23,12:00:53,0,0.638,14.70,1596.0
2016/06/23,12:10:53,0,0.636,14.70,1595.0
2016/06/23,12:20:53,0,0.638,14.70,1595.0
2016/06/23,12:30:53,0,0.632,14.70,1595.0
2016/06/23,12:40:53,0,0.630,14.80,1597.0
2016/06/23,12:50:53,0,0.630,14.80,1596.0
2016/06/23,13:00:53,0,0.628,14.80,1596.0
2016/06/23,13:10:53,0,0.624,14.80,1595.0
2016/06/23,13:20:53,0,0.618,14.80,1596.0
2016/06/23,13:30:53,0,0.622,14.80,1597.0
2016/06/23,13:40:53,0,0.626,14.80,1598.0
2016/06/23,13:50:53,0,0.628,14.80,1599.0
2016/06/23,14:00:53,0,0.622,14.80,1598.0
2016/06/23,14:10:53,0,0.622,14.80,1596.0
2016/06/23,14:20:53,0,0.618,14.70,1595.0
2016/06/23,14:30:53,0,0.618,14.70,1594.0
2016/06/23,14:40:53,0,0.614,14.70,1594.0
2016/06/23,14:50:53,0,0.610,14.70,1594.0
2016/06/23,15:00:53,0,0.612,14.70,1595.0
2016/06/23,15:10:53,0,0.612,14.70,1596.0
2016/06/23,15:20:53,0,0.614,14.70,1595.0
2016/06/23,15:30:53,0,0.614,14.60,1594.0
2016/06/23,15:40:53,0,0.610,14.60,1593.0
2016/06/23,15:50:53,0,0.610,14.60,1592.0
2016/06/23,16:00:53,0,0.614,14.60,1592.0
2016/06/23,16:10:53,0,0.612,14.50,1591.0
2016/06/23,16:20:53,0,0.614,14.50,1591.0
2016/06/23,16:30:53,0,0.618,14.50,1591.0
2016/06/23,16:40:53,0,0.628,14.50,1591.0
2016/06/23,16:50:53,0,0.636,14.50,1592.0
2016/06/23,17:00:53,0,0.628,14.60,1597.0
2016/06/23,17:10:53,0,0.640,14.70,1605.0
2016/06/23,17:20:53,0,0.634,14.90,1613.0
2016/06/23,17:30:53,0,0.628,15.00,1614.0
2016/06/23,17:40:53,0,0.636,14.90,1609.0
2016/06/23,17:50:53,0,0.630,14.90,1604.0
2016/06/23,18:00:53,0,0.636,14.80,1600.0
2016/06/23,18:10:53,0,0.640,14.80,1598.0
2016/06/23,18:20:53,0,0.646,14.80,1599.0
2016/06/23,18:30:53,0,0.646,15.00,1607.0
2016/06/23,18:40:53,0,0.652,15.10,1607.0
2016/06/23,18:50:53,0,0.688,15.10,1607.0
2016/06/23,19:00:53,0,0.722,15.40,1455.0
2016/06/23,19:10:53,0,0.720,16.00,1472.0
2016/06/23,19:20:53,0,0.698,16.40,1468.0
2016/06/23,19:30:53,0,0.678,16.60,1456.0
2016/06/23,19:40:53,0,0.666,16.70,1442.0
2016/06/23,19:50:53,0,0.662,16.70,1432.0
2016/06/23,20:00:53,0,0.654,16.60,1415.0
2016/06/23,20:10:53,0,0.658,16.50,1398.0
2016/06/23,20:20:53,0,0.658,16.40,1382.0
2016/06/23,20:30:53,0,0.650,16.40,1362.0
2016/06/23,20:40:53,0,0.650,16.30,1346.0
2016/06/23,20:50:53,0,0.650,16.20,1329.0
2016/06/23,21:00:53,0,0.650,16.10,1311.0
2016/06/23,21:10:53,0,0.648,16.10,1299.0
2016/06/23,21:20:53,0,0.652,16.00,1285.0
2016/06/23,21:30:53,0,0.646,16.00,1271.0
2016/06/23,21:40:53,0,0.652,15.90,1251.0
2016/06/23,21:50:53,0,0.650,15.80,1237.0
2016/06/23,22:00:53,0,0.648,15.80,1221.0
2016/06/23,22:10:53,0,0.650,15.70,1209.0
2016/06/23,22:20:53,0,0.648,15.70,1200.0
2016/06/23,22:30:53,0,0.646,15.60,1192.0
2016/06/23,22:40:53,0,0.642,15.60,1185.0
2016/06/23,22:50:53,0,0.642,15.50,1178.0
2016/06/23,23:00:53,0,0.642,15.50,1172.0
2016/06/23,23:10:53,0,0.640,15.40,1169.0
2016/06/23,23:20:53,0,0.642,15.40,1166.0
2016/06/23,23:30:53,0,0.644,15.30,1164.0
2016/06/23,23:40:53,0,0.646,15.30,1162.0
2016/06/23,23:50:53,0,0.642,15.30,1161.0
2016/06/24,00:00:53,0,0.642,15.20,1160.0
2016/06/24,00:10:53,0,0.642,15.20,1160.0
2016/06/24,00:20:53,0,0.642,15.20,1160.0
2016/06/24,00:30:53,0,0.644,15.10,1161.0
2016/06/24,00:40:53,0,0.644,15.10,1164.0
2016/06/24,00:50:53,0,0.644,15.10,1165.0
2016/06/24,01:00:53,0,0.642,15.00,1166.0
2016/06/24,01:10:53,0,0.640,15.00,1169.0
2016/06/24,01:20:53,0,0.650,15.00,1171.0
2016/06/24,01:30:53,0,0.646,14.90,1174.0
2016/06/24,01:40:53,0,0.646,14.90,1178.0
2016/06/24,01:50:53,0,0.646,14.90,1184.0
2016/06/24,02:00:53,0,0.646,14.90,1190.0
2016/06/24,02:10:53,0,0.648,14.80,1197.0
2016/06/24,02:20:53,0,0.646,14.80,1204.0
2016/06/24,02:30:53,0,0.644,14.80,1212.0
2016/06/24,02:40:53,0,0.646,14.80,1220.0
2016/06/24,02:50:53,0,0.644,14.70,1227.0
2016/06/24,03:00:53,0,0.644,14.70,1233.0
2016/06/24,03:10:53,0,0.642,14.70,1239.0
2016/06/24,03:20:53,0,0.644,14.70,1244.0
2016/06/24,03:30:53,0,0.646,14.70,1249.0
2016/06/24,03:40:53,0,0.644,14.70,1258.0
2016/06/24,03:50:53,0,0.650,14.60,1264.0
2016/06/24,04:00:53,0,0.644,14.60,1270.0
2016/06/24,04:10:53,0,0.648,14.60,1275.0
2016/06/24,04:20:53,0,0.654,14.60,1281.0
2016/06/24,04:30:53,0,0.652,14.60,1285.0
2016/06/24,04:40:53,0,0.654,14.60,1290.0
2016/06/24,04:50:53,0,0.650,14.50,1294.0
2016/06/24,05:00:53,0,0.654,14.50,1300.0
2016/06/24,05:10:53,0,0.654,14.50,1304.0
2016/06/24,05:20:53,0,0.660,14.50,1309.0
2016/06/24,05:30:53,0,0.660,14.50,1313.0
2016/06/24,05:40:53,0,0.662,14.40,1316.0
2016/06/24,05:50:53,0,0.660,14.40,1321.0
2016/06/24,06:00:53,0,0.660,14.40,1325.0
2016/06/24,06:10:53,0,0.664,14.40,1328.0
2016/06/24,06:20:53,0,0.662,14.40,1332.0
2016/06/24,06:30:53,0,0.664,14.40,1336.0
2016/06/24,06:40:53,0,0.662,14.40,1339.0
2016/06/24,06:50:53,0,0.666,14.30,1342.0
2016/06/24,07:00:53,0,0.668,14.30,1346.0
2016/06/24,07:10:53,0,0.668,14.30,1349.0
2016/06/24,07:20:53,0,0.670,14.30,1352.0
2016/06/24,07:30:53,0,0.672,14.30,1355.0
2016/06/24,07:40:53,0,0.670,14.30,1361.0
2016/06/24,07:50:53,0,0.670,14.30,1365.0
2016/06/24,08:00:53,0,0.670,14.30,1367.0
2016/06/24,08:10:53,0,0.672,14.30,1368.0
2016/06/24,08:20:53,0,0.674,14.30,1369.0
2016/06/24,08:30:53,0,0.674,14.30,1369.0
2016/06/24,08:40:53,0,0.680,14.30,1369.0
2016/06/24,08:50:53,0,0.676,14.20,1369.0
2016/06/24,09:00:53,0,0.676,14.20,1369.0
2016/06/24,09:10:53,0,0.680,14.20,1368.0
2016/06/24,09:20:53,0,0.682,14.20,1367.0
2016/06/24,09:30:53,0,0.678,14.20,1365.0
2016/06/24,09:40:53,0,0.678,14.20,1364.0
2016/06/24,09:50:53,0,0.684,14.20,1364.0
2016/06/24,10:00:53,0,0.682,14.20,1362.0
2016/06/24,10:10:53,0,0.680,14.20,1362.0
2016/06/24,10:20:53,0,0.682,14.20,1361.0
2016/06/24,10:30:53,0,0.682,14.20,1359.0
2016/06/24,10:40:53,0,0.682,14.20,1361.0
2016/06/24,10:50:53,0,0.682,14.20,1361.0
2016/06/24,11:00:53,0,0.680,14.20,1361.0
2016/06/24,11:10:53,0,0.680,14.20,1363.0
2016/06/24,11:20:53,0,0.682,14.20,1365.0
2016/06/24,11:30:53,0,0.678,14.20,1365.0
2016/06/24,11:40:53,0,0.680,14.20,1366.0
2016/06/24,11:50:53,0,0.678,14.20,1366.0
2016/06/24,12:00:53,0,0.678,14.20,1367.0
2016/06/24,12:10:53,0,0.680,14.20,1367.0
2016/06/24,12:20:53,0,0.682,14.20,1367.0
2016/06/24,12:30:53,0,0.680,14.20,1367.0
2016/06/24,12:40:53,0,0.680,14.20,1367.0
2016/06/24,12:50:53,0,0.678,14.20,1368.0
2016/06/24,13:00:53,0,0.680,14.20,1370.0
2016/06/24,13:10:53,0,0.678,14.20,1368.0
2016/06/24,13:20:53,0,0.678,14.20,1368.0
2016/06/24,13:30:53,0,0.678,14.20,1368.0
2016/06/24,13:40:53,0,0.680,14.20,1368.0
2016/06/24,13:50:53,0,0.700,14.20,1367.0
2016/06/24,14:00:53,0,0.710,14.50,1379.0
2016/06/24,14:10:53,0,0.708,14.80,1395.0
2016/06/24,14:20:53,0,0.700,15.00,1399.0
2016/06/24,14:30:53,0,0.698,15.10,1399.0
2016/06/24,14:40:53,0,0.700,15.20,1395.0
2016/06/24,14:50:53,0,0.698,15.20,1388.0
2016/06/24,15:00:53,0,0.696,15.20,1378.0
2016/06/24,15:10:53,0,0.696,15.20,1369.0
2016/06/24,15:20:53,0,0.698,15.20,1355.0
2016/06/24,15:30:53,0,0.696,15.20,1344.0
2016/06/24,15:40:53,0,0.694,15.20,1333.0
2016/06/24,15:50:53,0,0.694,15.20,1320.0
2016/06/24,16:00:53,0,0.692,15.20,1307.0
2016/06/24,16:10:53,0,0.692,15.10,1296.0
2016/06/24,16:20:53,0,0.690,15.10,1287.0
2016/06/24,16:30:53,0,0.690,15.10,1278.0
2016/06/24,16:40:53,0,0.692,15.10,1271.0
2016/06/24,16:50:53,0,0.690,15.00,1264.0
2016/06/24,17:00:53,0,0.692,15.00,1257.0
2016/06/24,17:10:53,0,0.682,15.00,1250.0
2016/06/24,17:20:53,0,0.684,15.00,1245.0
2016/06/24,17:30:53,0,0.682,14.90,1241.0
2016/06/24,17:40:53,0,0.684,14.90,1237.0
2016/06/24,17:50:53,0,0.688,14.90,1235.0
2016/06/24,18:00:53,0,0.686,14.90,1233.0
2016/06/24,18:10:53,0,0.686,14.80,1231.0
2016/06/24,18:20:53,0,0.686,14.80,1231.0
2016/06/24,18:30:53,0,0.688,14.80,1230.0
2016/06/24,18:40:53,0,0.686,14.80,1230.0
2016/06/24,18:50:53,0,0.686,14.70,1231.0
2016/06/24,19:00:53,0,0.686,14.70,1232.0
2016/06/24,19:10:53,0,0.684,14.70,1233.0
2016/06/24,19:20:53,0,0.690,14.70,1235.0
2016/06/24,19:30:53,0,0.686,14.60,1237.0
2016/06/24,19:40:53,0,0.686,14.60,1241.0
2016/06/24,19:50:53,0,0.686,14.60,1244.0
2016/06/24,20:00:53,0,0.684,14.60,1247.0
2016/06/24,20:10:53,0,0.688,14.60,1251.0
2016/06/24,20:20:53,0,0.686,14.50,1256.0
2016/06/24,20:30:53,0,0.690,14.50,1260.0
2016/06/24,20:40:53,0,0.692,14.50,1263.0
2016/06/24,20:50:53,0,0.692,14.50,1267.0
2016/06/24,21:00:53,0,0.692,14.50,1271.0
2016/06/24,21:10:53,0,0.698,14.40,1274.0
2016/06/24,21:20:53,0,0.698,14.40,1278.0
